"","submission_id","ID","QUD","RT","age","comments","correctness","d","education","endTime","expected","experiment_id","gender","key1","key2","key_pressed","languages","m","n","pbait","picture","ptarget","question","startDate","startTime","stim_type","timeSpent","trial_name","trial_number"
"96",1,"Example","Example",789,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",36
"97",1,"Example","Example",1965,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",37
"98",1,"Example","Example",2021,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",38
"99",1,"Example","Example",1046,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n+1","Example","control",39
"100",1,"Example","Example",1232,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",40
"101",1,"Example","Example",1483,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",41
"102",1,"Example","Example",1214,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",42
"103",1,"Example","Example",1239,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",43
"104",1,"Example","Example",1973,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",44
"105",1,"Example","Example",1741,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",45
"106",1,"Example","Example",1391,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",46
"107",1,"Example","Example",2100,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",47
"108",1,"Example","Example",2037,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",48
"109",1,"Example","Example",1469,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n+1","Example","control",49
"110",1,"Example","Example",1877,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",50
"111",1,"Example","Example",1020,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",51
"112",1,"Example","Example",2629,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",52
"113",1,"Example","Example",1701,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",53
"114",1,"Example","Example",1173,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",54
"115",1,"Example","Example",1694,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",55
"116",1,"Example","Example",2278,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",56
"117",1,"Example","Example",829,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",57
"118",1,"Example","Example",1217,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",58
"119",1,"Example","Example",1236,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",59
"120",1,"Example","Example",2852,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",60
"121",1,"Example","Example",1196,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",61
"122",1,"Example","Example",1984,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",62
"123",1,"Example","Example",669,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",63
"124",1,"Example","Example",1215,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n+1","Example","control",64
"125",1,"Example","Example",863,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",65
"126",1,"Example","Example",1286,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",66
"127",1,"Example","Example",1918,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",67
"128",1,"Example","Example",1053,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",68
"129",1,"Example","Example",1687,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",69
"130",1,"Example","Example",2180,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n+1","Example","control",70
"131",1,"Example","Example",2301,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",71
"132",1,"Example","Example",2453,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",72
"133",1,"Example","Example",759,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",73
"134",1,"Example","Example",1575,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",74
"135",1,"Example","Example",1270,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",75
"136",1,"Example","Example",904,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",76
"137",1,"Example","Example",975,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",77
"138",1,"Example","Example",1845,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",78
"139",1,"Example","Example",982,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",79
"140",1,"Example","Example",1517,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",80
"141",1,"Example","Example",2117,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",81
"142",1,"Example","Example",942,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n-1","Example","control",82
"143",1,"Example","Example",1437,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",83
"144",1,"Example","Example",1775,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",84
"145",1,"Example","Example",1087,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n+1","Example","control",85
"146",1,"Example","Example",887,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","lure-n+1","Example","control",86
"147",1,"Example","Example",822,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",87
"148",1,"Example","Example",1432,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",88
"149",1,"Example","Example",716,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","non-target","Example","control",89
"150",1,"Example","Example",1288,"Example","Example","correct","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",90
"151",1,"Example","Example",934,"Example","Example","incorrect","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example","Example",4,"Example","Example","Example","Example","Example","Example","target","Example","control",91
